Phrase	Snippet
Trig	Trig
Trigger	TRIGGER
Trigger	Trigger
Triggered	TRIGGERED
Triggers	TRIGGERS
Trim	TRIM
Trimmed	TRIMMED
Trk	TRK
Trm	TRM
Trouble	TROUBLE
Truck	TRUCK
Truckroll	TRUCKROLL
Truckroll	Truckroll
True	TRUE
True	True
Truncate	TRUNCATE
Truncate	Truncate
Trustee	TRUSTEE
Trx	TRX
Trx	Trx
TRX	TRX
Try	TRY
Try	Try
TS	TS
TSA	TSA
TSM	TSM
TSS	TSS
Tstamp	TSTAMP
Tstamp	Tstamp
TT	TT
TTFN	TTFN
TTY	TTY
Tub	TUB
Tub	Tub
Tubular	TUBULAR
Tubular	Tubular
Tuesday	TUESDAY
Tuesday	Tuesday
Tuition	TUITION
Tunnel	TUNNEL
Tur	TUR
Turn	TURN
TUSMA	TUSMA
TV	TV
Twelve	TWELVE
Two	TWO
TX	TX
Txeng	TXENG
Txn	TXN
Txn	Txn
Typ	TYP
Typ	Typ
Type	TYPE
Type	Type
Typed	TYPED
Types	TYPES
Types	Types
Typestat	TYPESTAT
Typestat	TypeStat
U	U
UAT	UAT
UBR	UBR
UCM	UCM
UD	UD
UDA	UDA
UDF	UDF
UDS	UDS
UG	UG
UGLH	UGLH
UGNH	UGNH
UI	UI
Uid	UID
Uid	Uid
UK	UK
UL	UL
ULL	ULL
ULN	ULN
Ultimate	ULTIMATE
UM	UM
UML	UML
UMTS	UMTS
Unable	UNABLE
Unacceptable	UNACCEPTABLE
Unallocated	UNALLOCATED
Unbaselined	UNBASELINED
Unbilled	UNBILLED
Uncert	UNCERT
Uncert	Uncert
Uncertainity	UNCERTAINITY
Uncharge	UNCHARGE
Uncharged	UNCHARGED
Uncharged	Uncharged
Unclean	UNCLEAN
Uncn	UNCN
Uncon	UNCON
Under	UNDER
Underground	UNDERGROUND
Understand	UNDERSTAND
Understands	UNDERSTANDS
Underway	UNDERWAY
Unearn	UNEARN
Unearned	UNEARNED
Unfrustrated	UNFRUSTRATED
UNI	UNI
UNID	UNID
UNI-D	UNI-D
Uniform	UNIFORM
Uniform	Uniform
Uninst	UNINST
Uninst	Uninst
Unique	UNIQ
Unique	Unique
Unique	UNIQUE
Unique	Unique
Uniqueness	UNIQUENESS
Uniqueness	Uniqueness
Unit	UNIT
Unit	Unit
Units	UNITS
Units	Units
UNIV	UNIV
UNI-V	UNI-V
Unknown	UNKNOWN
Unknown	Unknown
Unload	UNLOAD
Unload	Unload
Unlock	UNLOCK
Unmanaged	UNMANAGED
Unmatch	UNMATCH
Unmatched	UNMATCHED
Unmonitor	UNMONITOR
Unmonitored	UNMONITORED
Unnumbered	UNNUMBERED
Unordered	UNORDERED
Unpaid	UNPAID
Unplan	UNPLAN
Unplan	Unplan
Unplanned	UNPLANNED
Unplanned	Unplanned
Unrated	UNRATED
Unread	UNREAD
Unseal	UNSEAL
Unselect	UNSELECT
Unselected	UNSELECTED
Unselected	Unselected
Unsplice	UNSPLICE
Unspliced	UNSPLICED
Unstaffed	UNSTAFFED
Unsubscribe	UNSUBSCRIBE
Unsubscribed	UNSUBSCRIBED
Unsuccessful	UNSUCCESSFUL
Unsuccessful	Unsuccessful
Until	UNTIL
Until	Until
Unuse	UNUSE
Unused	UNUSED
Unused	Unused
Unverified	UNVERIFIED
Unverify	UNVERIFY
UOM	UOM
Up	UP
Up	Up
UPBO	UPBO
Upd	UPD
Upd	Upd
Update	UPDATE
Update	Update
Update	UPDATE
Updateable	UPDATEABLE
Updateable	Updateable
Updated	UPDATED
Updated	Updated
Updatedate	UPDATEDATE
Updatedate	Updatedate
Updates	UPDATES
Updates	Updates
Updateset	UPDATESET
Updateset	Updateset
Updatestatus	UPDATESTATUS
Updatestatus	UpdateStatus
Updetaspec	UPDETASPEC
Updetaspec	Updetaspec
Upfront	UPFRONT
UPG	UPG
Upgrade	UPGRADE
Upgrade	Upgrade
Upload	UPLOAD
Upload	Upload
Uploaded	UPLOADED
Upper	UPPER
Upper	Upper
Uppercase	UPPERCASE
Uppercase	Uppercase
uPVC	UPVC
Urgency	URGENCY
Urgency	Urgency
URI	URI
URL	URL
Us	US
Us	Us
Usable	USABLE
Usage	USAGE
Usage	Usage
Usages	USAGES
Usages	Usages
USD	USD
Use	USE
Use	Use
Used	USED
Used	Used
Usedate	USEDATE
Usedate	Usedate
Usedefault	USEDEFAULT
Usedefault	Usedefault
User	USER
User	User
Useregistry	USEREGISTRY
Useregistry	Useregistry
Userequired	USEREQUIRED
Userequired	Userequired
Users	USERS
Users	Users
Userstatus	USERSTATUS
Userstatus	Userstatus
Uses	USES
Uses	Uses
Usestatus	USESTATUS
Usestatus	Usestatus
USGS	USGS
USO	USO
USOS	USOS
Usr	USR
Usr	Usr
Usrname	Usrname
Usrname	USRNAME
USS	USS
UTC	UTC
Util	UTIL
Util	Util
Utility	UTILITY
Utility	Utility
Utilization	UTILIZATION
UTM	UTM
UUID	Uuid
UUID	UUID
UWQ	UWQ
V	V
VAC	VAC
Val	VAL
Val	Val
Valcf	VALCF
Valcf	Valcf
Valid	VALID
Valid	Valid
Validate	VALIDATE
Validate	Validate
Validated	VALIDATED
Validated	Validated
Validated	VALIDATED
Validatedemand	VALIDATEDEMAND
Validatedemand	Validatedemand
Validation	VALIDATION
Validation	Validation
Validations	VALIDATIONS
Validations	Validations
Validator	VALIDATOR
Validity	VALIDITY
Value	VALUE
Value	Value
Values	VALUES
Values	Values
VAM	VAM
Var	VAR
Var	Var
Varchar	VARCHAR
Variable	VARIABLE
Variable	Variable
Variables	VARIABLES
Variables	Variables
Variance	VARIANCE
Variant	VARIANT
Variant	Variant
Variation	VARIATION
Variation	Variation
Vars	VARS
Vars	Vars
VAS	VAS
VAT	VAT
VCI	VCI
Vdash	VDASH
VDSL	VDSL
Vegetation	VEGETATION
Vehicle	VEHICLE
Vehicle	Vehicle
VEIP	VEIP
Ven	VEN
Ven	Ven
Vend	Vend
Vend	VEND
Vendelivery	VENDELIVERY
Vendelivery	Vendelivery
Vending	VENDING
Vendor	VENDOR
Vendor	Vendor
Vendors	VENDORS
Vendorsends	VENDORSENDS
Vendorsends	Vendorsends
Venue	VENUE
Ver	VER
Ver	Ver
Verbatim	VERBATIM
Verification	VERIFICATION
Verification	Verification
Verified	VERIFIED
Verified	Verified
Verify	VERIFY
Verify	Verify
Version	VERSION
Version	Version
Versions	VERSIONS
Versions	Versions
Vert	VERT
Vert	Vert
Vertical	VERTICAL
Vertical	Vertical
VF	VF
Via	VIA
Via	Via
VIC	VIC
Video	VIDEO
Videos	VIDEOS
View	VIEW
View	View
Viewable	VIEWABLE
Viewable	Viewable
Viewed	VIEWED
Viewed	Viewed
Viewer	VIEWER
Viewer	Viewer
Views	VIEWS
Views	Views
Viewselect	VIEWSELECT
Viewselect	Viewselect
Viewstat	VIEWSTAT
Village	VILLAGE
Vintage	VINTAGE
Vintage	Vintage
Violate	VIOLATE
Violated	VIOLATED
Violation	VIOLATION
Violation	Violation
Violations	VIOLATIONS
Violations	Violations
VIP	VIP
Virtual	VIRTUAL
Virtual	Virtual
Visibility	VISIBILITY
Visibility	Visibility
Visible	VISIBLE
Visible	Visible
Visit	VISIT
Visit	Visit
Visor	VISOR
Visor	Visor
VL	VL
VLAN	VLAN
VLL	VLL
VLS	VLS
VM	VM
VMI	VMI
VOC	VOC
Voice	VOICE
Voice	Voice
Void	VOID
VOIP	VOIP
Vol	VOL
Vol	Vol
Voltage	VOLTAGE
Voltage	Voltage
Volume	VOLUME
Volume	Volume
Volumes	VOLUMES
VOP	VOP
Vote	VOTE
Voucher	VOUCHER
Vperct	VPERCT
Vperct	Vperct
VPI	VPI
VPLS	VPLS
VPN	VPN
Vpriority	VPRIORITY
Vpriority	Vpriority
VPRN	VPRN
VQID	VQID
VR	VR
Vresolution	VRESOLUTION
Vresolution	Vresolution
VRF	VRF
VRS	VRS
VS	VS
VSAT	VSAT
Vscroll	VSCROLL
Vscroll	Vscroll
Vsplit	VSPLIT
Vsplit	Vsplit
Vstart	VSTART
Vstart	Vstart
Vul	VUL
Vul	Vul
VVM	VVM
VVPLS	VVPLS
VW	VW
VWFM	VWFM
W	W
WA	WA
WAF	WAF
Wait	WAIT
Wait	Wait
Waiting	WAITING
Waiting	Waiting
Waiver	WAIVER
Walk	WALK
Walkout	WALKOUT
Wall	WALL
WAM	WAM
WAMS	WAMS
WAPGM	WAPGM
Warehouse	WAREHOUSE
Warehouse	Warehouse
Warning	WARNING
Warning	Warning
Warranty	WARRANTY
Warranty	Warranty
Watch	WATCH
Water	WATER
Water	Water
Watt	WATT
Watts	WATTS
Watts	Watts
Way	WAY
Way	Way
WBA	WBA
WBD	WBD
WBRS	WBRS
WBS	WBS
WCA	WCA
WCS	WCS
WDH	WDH
WDM	WDM
WDM-PON	WDM-PON
Weakness	WEAKNESS
Weaknesses	WEAKNESSES
Weather	WEATHER
Web	WEB
Web	Web
Webhost	WEBHOST
Webhost	Webhost
Wednesday	WEDNESDAY
Wednesday	Wednesday
WEEE	WEEE
Week	WEEK
Week	Week
Weekday	WEEKDAY
Weekday	Weekday
Weekdayp	WEEKDAYP
Weekdayp	Weekdayp
Weekend	WEEKEND
Weekends	WEEKENDS
Weekends	Weekends
Weekly	WEEKLY
Weight	Weight
Weight	WEIGHT
Weighted	WEIGHTED
Weights	WEIGHTS
Welcome	WELCOME
Well	WELL
Well	Well
Wet	WET
WF	WF
WFC	WFC
WFM	WFM
Wfmail	WFMAIL
Wfmail	Wfmail
WFMail	WFMAIL
Wh	WH
Wh	Wh
What	WHAT
What	What
When	WHEN
When	When
Where	WHERE
Where	Where
Whether	WHETHER
White	WHITE
Who	WHO
Who	Who
Wholesale	WHOLESALE
Wholesaler	WHOLESALER
Whom	WHOM
Whom	Whom
Why	WHY
Why	Why
WID	WID
Width	WIDTH
Width	Width
Wild	WILD
Wild	Wild
Will	WILL
Will	Will
WiMAX	WIMAX
Win	WIN
Window	WINDOW
Window	Window
Winner	WINNER
Wins	WINS
Wins	Wins
WIP	WIP
Wireless	WIRELESS
With	WITH
With	With
Withdraw	WITHDRAW
Withdraw	Withdraw
Withdrawn	WITHDRAWN
Withdrawn	Withdrawn
Withholding	WITHHOLDING
Withholding	Withholding
Within	WITHIN
Witness	WITNESS
Witnesses	WITNESSES
Wizard	WIZARD
WK	WK
WL	WL
WM	WM
WMI	WMI
WMOD	WMOD
WMS	WMS
WMT	WMT
WMTI	WMTI
WNT	WNT
WNTD	WNTD
WO	WO
WOEQ	WOEQ
WOJ	WOJ
WOJO	WOJO
WOLO	WOLO
Women	WOMEN
Won	WON
Work	WORK
Work	Work
Worker	WORKER
Workflow	WORKFLOW
Workflow	Workflow
Workforce	WORKFORCE
Workforce	Workforce
Working	WORKING
Working	Working
Works	WORKS
Works	Works
Worksite	WORKSITE
Worksite	Worksite
Workskill	WORKSKILL
Workskill	Workskill
Workstatus	WORKSTATUS
Workstatus	WorkStatus
Workstd	WORKSTD
Workstd	WorkStd
Workzone	WORKZONE
Workzone	Workzone
WP	WP
WPL	WPL
Wplab	WPLAB
Wplab	Wplab
Wplabor	WPLABOR
Wplabor	Wplabor
WPM	WPM
Wpser	WPSER
Wpser	Wpser
WQ	WQ
WR	WR
Wrap	WRAP
Write	Write
Write	WRITE
Wrk	WRK
Wrk	Wrk
Wrkd	WRKD
WS	WS
WSA	WSA
WSAM	WSAM
WSCM	WSCM
WSH	WSH
WSP	WSP
WT	WT
Wtram	WTRAM
Wtran	WTRAN
Wtype	WTYPE
Wtype	Wtype
WWM	WWM
X	X
Xcoordinate	XCOORDINATE
Xcoordinate	Xcoordinate
Xfer	XFER
Xform	XFORM
Xform	Xform
XFR	XFR
XLA	XLA
Xm	XM
Xm	Xm
XMETA	XMETA
XML	XML
Xp	XP
Xp	Xp
Xpath	XPATH
Xpath	Xpath
Xrate	XRATE
Xref	XREF
Xref	Xref
XSI	XSI
Xsites	XSITES
XSL	XSL
Xslx	XSLX
Xtdtcmt	XTDTCMT
Xtdtcmt	Xtdtcmt
XTR	XTR
XXNBN	XXNBN
Y	Y
Ycoordinate	YCOORDINATE
Ycoordinate	Ycoordinate
Year	YEAR
Year	Year
Years	YEARS
Yes	YES
Yet	YET
Yield	YIELD
Yn	YN
Yn	Yn
Yoffset	YOFFSET
Yoffset	Yoffset
Yorn	YORN
Yorn	Yorn
You	YOU
Yr	YR
Yr	Yr
YTD	YTD
Z	Z
Z1	Z1
Z2	Z2
Z3	Z3
Z4	Z4
Z5	Z5
Z6	Z6
Z7	Z7
Z8	Z8
Z9	Z9
Zero	ZERO
Zero	Zero
Zi	ZI
Zi	Zi
Zip	ZIP
Zip	Zip
Zipcode	ZIPCODE
Zipcode	Zipcode
Zne	ZNE
Zne	Zne
Zoffset	ZOFFSET
Zoffset	Zoffset
Zone	ZONE
Zone	Zone
Zones	ZONES
Zones	Zones
Zoom	ZOOM
Zoom	Zoom
ZV	ZV
ZX	ZX
Timespent	TIMESPENT
Retries	RETRIES
Instantiation	INSTANTIATION
Parentsignal	PARENTSIGNAL
Simulation	SIMULATION
